TIC ID,sectors
232608943,"[14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]"
232967440,"[14, 15, 21, 22, 41, 47, 48, 74]"
232982558,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]"
232982938,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 59]"
233602827,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60]"
233602827,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60]"
233602827,"[14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60]"
233948455,"[14, 15, 17, 41, 55, 57]"
234112540,"[6, 33]"
234523599,"[1, 2, 28, 29]"
234825296,"[6, 33]"
234994474,"[1, 28]"
235678745,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 40, 41, 47, 48, 49, 50, 51, 52]"
235678745,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 40, 41, 47, 48, 49, 50, 51, 52]"
235683377,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55]"
236312126,"[24, 25, 51]"
236387002,"[24, 25, 51, 52, 78]"
236445129,"[15, 41, 55]"
236887394,"[15, 16, 17, 18, 21, 24, 25, 41, 48, 51, 55]"
237104103,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60]"
237222864,"[14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 73, 74]"
237320326,[28]
237913194,"[1, 2, 28, 29]"
237922465,"[2, 3, 4, 8, 11, 28, 29, 30, 31, 38]"
238176110,"[1, 27, 28]"
239154970,"[20, 44, 45, 46, 47]"
239816546,"[19, 43, 44, 45, 59]"
240681314,"[17, 57]"
240823272,"[17, 18, 58]"
243014114,"[42, 43, 44]"
243185500,"[17, 42, 43]"
243185500,"[17, 42, 43]"
243200602,"[11, 37, 64]"
243244680,"[44, 45, 46, 72]"
243641947,"[11, 38]"
243921117,[54]
245392284,[58]
245509452,"[18, 58]"
248075138,"[10, 37]"
248111245,"[10, 11, 37]"
248853232,[55]
250111245,[42]
250707118,[58]
251848941,[2]
251848941,"[2, 29, 69]"
251848941,"[2, 29]"
251848941,"[2, 29, 69]"
252479260,"[21, 48, 75]"
254113311,"[13, 27, 67]"
254113311,"[13, 27, 67]"
255930614,"[24, 25, 51, 52]"
256364928,"[41, 54]"
256722647,"[17, 18, 25, 52, 57, 58]"
257060897,"[14, 15, 16, 20, 21, 22, 26, 40, 41, 47, 48, 49, 53, 56, 60]"
257527578,"[4, 31]"
257567854,[4]
257605131,"[4, 5, 31]"
257605131,"[4, 5, 31]"
257605131,"[4, 5, 31]"
257774438,"[42, 43]"
258510872,"[15, 16, 17, 18, 21, 22, 24, 25, 48, 51, 52]"
258514800,"[15, 16, 17, 18, 19, 22, 24, 25, 26, 49, 52, 58, 59]"
258920431,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54]"
259168516,"[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
259377017,"[3, 4, 5, 30, 32]"
259377017,"[3, 4, 5, 30, 32]"
259377017,"[3, 4, 5, 30, 32]"
259506033,"[19, 59]"
260004324,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 64, 65, 66, 67, 68]"
260128333,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39]"
260647166,"[10, 11, 37]"
260647166,"[10, 11, 37]"
260647166,"[10, 11, 37]"
260647166,"[10, 11, 37]"
261136679,"[1, 4, 8, 11, 12, 13, 27, 28, 31, 34, 38, 39, 61, 62]"
261257684,"[12, 13, 27, 38, 39]"
261257684,"[12, 13, 27, 38, 39, 61, 65, 66, 67]"
261867566,"[12, 38, 39, 65, 66]"
262530407,"[2, 3, 29, 69]"
262662119,"[42, 70]"
262715204,"[42, 70]"
262715204,[42]
262746281,"[8, 35, 45, 46, 61, 72]"
263003176,"[1, 12, 13, 27, 39]"
263179590,"[33, 71]"
264508014,"[41, 54, 55]"
264678534,"[18, 19, 20, 25, 26, 40, 52, 53, 58, 59, 60]"
266593143,"[15, 55, 56]"
266980320,"[1, 28, 68]"
267263253,"[1, 27, 28, 67, 68]"
267572272,"[26, 40, 41, 53, 54, 55]"
267574918,"[14, 15, 19, 22, 26, 40, 41, 49, 53, 54, 55, 56, 59]"
267650535,"[17, 57]"
268159158,"[41, 54, 55]"
268301217,"[7, 9, 34, 35, 36, 61, 62]"
268403451,"[18, 19, 20, 25, 26, 40, 47, 52, 53, 59, 60, 73, 74]"
268604331,"[14, 15, 41, 54, 55]"
268644785,"[7, 9, 34, 35, 36]"
268766053,"[3, 30]"
268823307,"[14, 15, 41, 54, 55]"
268924036,"[41, 54, 55]"
269217040,[67]
269269546,"[41, 54, 55]"
269333648,"[7, 8, 9]"
269701147,"[15, 16, 17, 18, 19, 21, 22, 24, 25, 41, 48, 49, 51, 52, 55, 56, 59, 60, 73]"
269701147,"[15, 16, 17, 18, 19, 21, 22, 24, 25, 41, 48, 49, 51, 52, 55, 56, 59, 60, 73, 75, 76]"
269701147,"[15, 16, 17, 18, 19, 21, 22, 24, 25, 41, 48, 49, 51, 52, 55, 56, 59, 60, 73, 75]"
270380593,"[4, 31, 42, 43]"
270468559,"[8, 34, 44, 45, 46]"
270604417,"[8, 34, 61]"
271042217,"[40, 54]"
271168962,"[11, 64]"
271354351,"[40, 41, 54]"
271424111,"[40, 41, 54, 55]"
271431851,"[40, 41, 54, 55]"
271478281,"[27, 67]"
271749758,[75]
271893367,"[9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 61, 62]"
271971130,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39]"
272212970,"[10, 37]"
272213425,"[10, 37]"
272366748,"[41, 55]"
273231214,[54]
273231214,"[14, 15, 41, 54, 55]"
273874849,"[41, 54, 56]"
274151135,"[12, 13, 27, 39]"
277833995,"[8, 35, 45, 46, 72]"
278348461,"[14, 41, 54, 55]"
278892590,[70]
279741379,"[1, 2, 3, 4, 28, 29, 30, 34, 61, 64, 68, 69]"
279741379,"[1, 2, 3, 4, 28, 29, 30, 34, 61, 64, 68, 69]"
279947414,"[18, 19, 25, 26, 52, 53]"
280206394,"[9, 10, 35, 36, 62, 63]"
280210963,"[6, 33]"
280437559,"[7, 34]"
280655495,"[9, 35, 36, 62, 63]"
281408474,[6]
281459670,"[1, 2, 28, 29]"
281541545,[68]
281541555,"[1, 2, 28, 29]"
281731203,"[9, 35, 45, 46, 72]"
281885301,"[45, 46, 72]"
281909674,"[6, 33]"
283419843,[55]
283722336,"[17, 24, 57]"
283722336,"[17, 24, 57]"
284326455,"[43, 44, 45]"
284441182,"[17, 18, 24, 58]"
284475976,"[23, 26, 40, 41, 53, 54, 55, 56]"
285048486,"[20, 47]"
285272237,"[18, 58]"
286099128,"[8, 35, 61]"
286865921,"[10, 37]"
286923464,"[15, 16, 22, 49]"
287080092,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 74]"
287156968,"[11, 12, 13, 27, 38, 39, 65, 66, 67]"
287256467,"[25, 26, 52]"
287563610,"[11, 37]"
288246496,[57]
288735205,"[14, 17, 18, 19, 20, 21, 24, 25, 26, 40, 41, 47, 48, 50, 51, 52, 53, 54, 55, 58, 59, 60]"
289661991,"[14, 20, 40, 47, 60]"
289793076,"[1, 28]"
290131778,"[1, 28, 68]"
290348383,"[13, 27, 67]"
291685334,[57]
291751373,[57]
292152376,[58]
293435336,"[30, 42, 43]"
293457754,"[42, 43]"
293607057,"[9, 35]"
293612446,"[5, 32, 43, 71]"
293687315,"[15, 16, 22, 23, 48, 50, 75]"
293853437,"[6, 33]"
293954617,"[14, 15, 16, 41, 54, 55, 56, 75]"
294301883,"[10, 37]"
296739893,"[8, 35, 62]"
298663873,"[14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60]"
299087490,"[40, 41, 53, 54, 55]"
299089652,"[40, 41, 53, 54, 55]"
299158887,"[14, 15, 40, 41, 53, 54, 55]"
299220166,"[40, 41, 53, 54, 55]"
299799658,"[1, 13, 27, 28, 66, 67, 68]"
300038935,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68]"
301235044,"[42, 70]"
301289516,"[42, 70]"
302773669,"[18, 19, 25, 52, 59]"
303432813,"[42, 43, 44, 70]"
304142124,"[10, 36, 37, 63]"
305048087,[2]
305243225,"[54, 55]"
306263608,"[17, 42, 43, 70]"
306263608,"[17, 42, 43, 70]"
306362738,"[6, 33]"
306996324,"[10, 37, 63]"
306996324,"[10, 37, 63]"
307210830,"[2, 5, 8, 9, 10, 11, 12, 28, 29, 32, 35, 36, 37, 38, 39, 61, 62, 63]"
307210830,"[2, 5, 8, 9, 10, 11, 12, 28, 29, 32, 35, 36, 37, 38, 39, 61, 62, 63]"
307210830,"[2, 5, 8, 9, 10, 11, 12, 28, 29, 32, 35, 36, 37, 38, 39, 61, 62, 63]"
307733361,"[44, 45, 46, 72]"
307809773,"[43, 44, 45, 71, 72]"
307809773,"[43, 44, 45, 71, 72]"
308098254,"[9, 36]"
308172249,"[26, 52, 53]"
309792357,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 61, 62, 63, 64, 66, 67, 68, 69]"
310002617,"[14, 19, 21, 26, 40, 41, 47, 52]"
310003988,"[16, 23, 24, 50]"
311035838,"[16, 22, 49]"
311133118,"[50, 51]"
311408969,"[25, 26, 52, 53]"
315002523,"[8, 9, 35, 62]"
317060587,"[1, 13]"
317548889,"[6, 33]"
318753380,[31]
320004517,"[13, 27, 67]"
320798691,"[26, 40, 53]"
321668398,"[14, 17, 20, 21, 24, 25, 26, 40, 41, 47, 50, 51, 52, 53, 54, 57, 58, 60]"
321669174,"[14, 17, 20, 21, 24, 25, 26, 40, 41, 47, 50, 52, 53, 54, 57, 58, 60]"
322307342,"[1, 2, 28, 29]"
322807371,"[9, 36]"
323687123,"[44, 45, 46, 72]"
327952677,"[2, 29, 69, 70]"
329148988,"[16, 17, 24]"
330687113,"[44, 45, 46]"
330690135,"[44, 45, 46, 72]"
332022997,"[44, 45, 46]"
332022997,"[44, 45]"
332064670,"[21, 44, 45, 46]"
332558858,"[5, 31]"
333473672,"[16, 17, 57]"
333657795,"[42, 43, 44, 70]"
335590096,[36]
335630746,"[10, 37, 46]"
336128819,"[26, 40]"
336732616,[1]
339522221,[13]
339672028,"[3, 6, 7, 9, 10, 13, 27, 30, 33, 34, 35, 36, 37, 61, 62, 63, 67, 68, 69]"
342642208,"[26, 40, 53]"
343019899,"[16, 17]"
346338552,"[16, 56]"
346626688,"[18, 58]"
347329162,"[22, 49]"
347430350,[50]
348835438,"[8, 35, 61]"
349095149,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 61, 62, 63]"
349488688,"[25, 52]"
349488688,"[25, 52]"
349576261,"[27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
349827430,"[14, 20, 21, 40, 41, 47, 48, 60, 74, 75]"
350020859,"[45, 46]"
350153977,"[1, 12, 13, 27, 28, 39, 66, 67, 68]"
350293646,"[34, 61]"
350293646,"[34, 61]"
350618622,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 61, 64, 65]"
350814622,"[40, 41, 53, 54, 55]"
351601843,"[13, 27]"
352011875,"[14, 26, 40, 41, 53, 55]"
352682207,"[24, 25, 52, 58]"
352682207,"[24, 25, 52, 58]"
352682207,"[24, 25, 52]"
353459965,[59]
353475866,"[19, 43, 44, 45, 72]"
354469661,"[18, 58]"
354619337,[55]
354944123,"[13, 27]"
354944123,"[13, 27]"
355703913,"[1, 2, 28, 68]"
355867695,"[14, 21, 41, 47, 48]"
355867695,"[14, 21, 41, 47, 48]"
355867695,"[14, 21, 41, 47, 48]"
356473034,"[20, 47, 60]"
357501308,"[24, 51]"
358107516,"[27, 28, 29, 36, 39, 62, 63]"
358516596,"[26, 40, 53, 54]"
360156606,"[11, 12, 38, 64, 65]"
360630575,"[11, 12, 38, 39]"
360630575,"[38, 39]"
360742636,"[13, 27]"
361343239,"[9, 36, 37]"
362249359,"[9, 10, 11, 36, 37, 63, 64]"
363548415,"[45, 46, 72]"
363851359,"[11, 37]"
364186197,"[16, 17, 18, 19, 24, 25, 52, 57, 58, 59]"
365007485,"[45, 46, 72]"
365733349,"[15, 16, 17, 18, 24, 56, 57]"
366410512,"[7, 34, 44, 45, 46, 71]"
366411016,"[34, 44, 45, 46, 61]"
366443426,"[7, 34, 44, 45, 46, 61, 72]"
366443426,"[7, 34, 44, 45, 46]"
366484980,"[7, 34, 44, 45, 46, 71]"
366568760,"[7, 44, 45, 46, 61, 72]"
366576758,"[7, 44, 45, 46]"
366622912,"[7, 34, 44, 45, 46]"
366631954,"[7, 34, 44, 45, 46, 72]"
366989877,"[13, 27, 67]"
367366318,"[19, 43, 44, 45, 59]"
368435330,"[22, 48]"
368435330,"[22, 48]"
368739874,[51]
368805700,[51]
369327947,"[12, 13, 27, 39, 66, 67]"
369455629,[27]
370133522,"[13, 27]"
371188886,"[9, 10, 11, 36, 37, 38, 63]"
371188886,"[9, 10, 11, 36, 37, 38, 63]"
371234684,"[20, 47]"
371443216,"[10, 11, 36, 38]"
372172128,[27]
373693175,"[22, 49]"
374180079,"[35, 45, 46]"
374180079,"[35, 45, 46]"
374530847,[54]
375506058,"[15, 16, 55, 56, 57]"
375942197,[55]
376524552,"[22, 49]"
376637093,"[17, 18, 24, 25, 57]"
376939759,"[42, 43, 70]"
377064495,"[8, 35, 45, 46, 72]"
377064495,"[8, 35, 45, 46, 72]"
377064495,"[8, 35, 45, 46, 72]"
377780790,"[14, 40, 41, 53, 54, 55]"
377873569,"[41, 54, 55]"
379929661,"[7, 34, 61]"
380589029,"[13, 39]"
380619414,"[45, 46, 72]"
380907135,"[42, 43, 70]"
381856447,[27]
382391899,"[4, 31]"
383390264,"[12, 13, 27, 65, 66, 67]"
386259537,"[7, 8, 34]"
387690507,"[6, 33, 44, 45]"
388104525,"[1, 2, 3, 4, 7, 11, 27, 28, 29, 30, 31, 34, 37, 61, 62, 63, 64, 65]"
388804061,"[45, 46]"
388811663,"[42, 43, 70]"
388909695,[55]
389352124,"[27, 67]"
390651552,"[23, 50]"
391958006,[54]
392476080,[25]
393414358,"[6, 7, 32, 33]"
393495970,"[45, 46]"
393818343,[55]
393831507,"[22, 49]"
393940766,"[1, 28]"
394050135,"[14, 18, 19, 20, 24, 25, 26, 40, 47, 52, 53, 58, 59, 60]"
394137592,[1]
394357918,"[1, 28, 39]"
394561119,"[11, 12, 13, 38, 39, 65, 66]"
394722182,"[12, 13, 27, 39]"
394918211,"[11, 12, 13, 38, 39]"
395171208,"[15, 16, 56]"
395393265,"[26, 58]"
396562848,"[18, 19, 25, 26, 52, 53, 59]"
396740648,"[19, 20]"
398572544,"[42, 70]"
398895470,[54]
398943781,"[10, 37]"
399402994,[54]
399794420,"[40, 41, 53, 54]"
399860444,"[26, 40, 41, 54, 55]"
399870368,"[5, 32, 71]"
399954349,"[14, 26, 40, 41, 53, 54, 55]"
399954349,"[14, 26, 40, 41, 53, 54, 55]"
401604346,[27]
402026209,"[2, 28, 29, 69]"
403224672,"[1, 27, 28, 68]"
404243877,"[42, 70]"
404340025,"[11, 37, 38]"
404421005,"[10, 37]"
404467699,"[3, 30]"
404505029,"[23, 50]"
405717754,"[14, 15, 26, 40, 41, 53, 54, 55]"
407126408,"[12, 13, 65]"
408310006,"[8, 35, 62]"
408618999,"[18, 19, 25, 52, 58, 59]"
408636441,"[16, 17, 24, 56, 57, 58]"
409794137,"[7, 8, 34, 61]"
410153553,"[1, 27]"
410214986,"[1, 27, 28]"
411608801,"[17, 42, 57]"
411697517,"[32, 43, 44]"
411839167,"[32, 43, 44, 71]"
413248763,"[8, 35, 62]"
413376180,"[10, 36]"
417646390,"[19, 26, 52]"
417676622,"[14, 15, 40, 41, 54, 55, 74]"
417948359,"[15, 16, 22, 49]"
418761354,"[42, 43, 70]"
419411415,[41]
420112589,"[14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 49, 50, 51, 52, 54, 55, 56, 57, 58, 59, 60]"
420779000,[50]
420814525,[56]
422618449,"[42, 70]"
422655579,"[4, 42, 43, 70]"
422756130,"[18, 19, 24, 25, 52, 58, 59]"
423275733,"[8, 35]"
424435940,"[25, 26, 40, 52, 53, 54]"
424865156,"[14, 15, 40, 41, 54, 55, 74, 75]"
425206121,"[7, 33]"
425561347,"[27, 67]"
425817867,[67]
425997655,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68, 69]"
425997655,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68, 69]"
425997655,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68, 69]"
425997655,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68, 69]"
425997655,"[1, 2, 3, 4, 11, 29, 30, 31, 34, 64, 68]"
427332229,"[42, 43]"
427761355,"[17, 18, 57, 58]"
428699140,"[10, 37]"
428787891,"[19, 20, 25, 26, 40, 52, 53, 59, 60]"
429302040,[10]
429304876,"[9, 36, 63]"
431701493,[56]
432549364,"[17, 57]"
434226736,[44]
435339558,"[42, 43, 44, 70, 71]"
435339847,"[5, 42, 43]"
436478932,[56]
436575927,"[43, 44, 70, 71]"
436875934,"[18, 42, 43, 44, 58]"
437242640,"[9, 36, 63]"
437248515,"[9, 36]"
437261733,"[9, 36]"
437333618,"[11, 37]"
437704321,[42]
437856897,"[43, 44, 45, 71, 72]"
439456714,"[3, 30]"
439842788,"[42, 55]"
439867639,"[4, 31]"
440113053,"[17, 57]"
440777904,"[7, 33, 44, 45, 46]"
440887364,"[11, 38]"
440887364,"[11, 38]"
441420236,[27]
441462736,"[2, 29]"
441738827,"[15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 47, 48, 49]"
441739020,"[14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 73, 74]"
441739020,"[14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 40, 41, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 59, 60, 73, 74]"
443616612,"[36, 45, 46]"
444013020,"[34, 44, 45, 46]"
445751830,"[19, 59]"
445805961,"[19, 20, 26, 40, 53, 59, 60]"
445859771,"[15, 16, 22, 23, 48, 50]"
447061717,"[9, 10, 36]"
448589187,"[9, 36]"
452808876,[5]
452866790,"[7, 34, 61]"
453064665,[59]
453211454,"[7, 34, 46, 71, 72]"
453211454,"[7, 34, 46, 71, 72]"
453789494,"[11, 37, 38]"
454069765,"[10, 36, 37]"
454248975,"[10, 12, 37, 38]"
455036659,"[5, 32]"
455096220,"[7, 34]"
455135327,"[7, 34, 61]"
455784423,"[17, 57]"
456862677,"[17, 42, 43, 57]"
456945304,"[43, 44, 70, 71]"
458419328,"[20, 47]"
458478250,"[14, 15, 16, 17, 21, 23, 41, 47, 48, 49, 50, 54, 57, 74]"
458686847,"[34, 44, 45, 46]"
459730973,[55]
460205581,"[10, 11, 37, 38, 63]"
460396820,[51]
460984940,"[10, 11, 37, 38, 63]"
461239485,[51]
464300749,"[9, 10, 36, 37, 63]"
464646604,[27]
466206508,"[13, 27]"
466382581,[55]
466390120,[55]
466840711,"[10, 11, 37]"
467179528,"[14, 15, 21, 22, 41, 48, 49]"
467179528,"[14, 15, 21, 22, 41, 48, 49]"
467971286,[27]
468574941,"[24, 58]"
468987719,"[7, 34, 44, 45, 46, 61, 72]"
470381900,"[19, 59]"
610976842,"[42, 43, 70]"
915110182,"[63, 64]"
